UDI,Type,falha_real,score_falha,alerta,limiar,resultado
853,M,0,0.03815021953,0,0.29,TN
867,L,0,0.005511612582,0,0.29,TN
871,L,0,0.02674363506,0,0.29,TN
872,L,0,0.01938818177,0,0.29,TN
874,L,0,0.009805307467,0,0.29,TN
875,L,0,0.004694452981,0,0.29,TN
882,L,0,0.0239192848,0,0.29,TN
885,L,0,0.008956624421,0,0.29,TN
898,L,0,0.01474642592,0,0.29,TN
900,H,0,0.0753788274,0,0.29,TN
914,L,0,0.02409872726,0,0.29,TN
915,M,0,0.01860557193,0,0.29,TN
917,M,0,0.01591778089,0,0.29,TN
922,H,0,0.05128580977,0,0.29,TN
925,L,0,0.2003025657,0,0.29,TN
927,L,1,0.431372831,1,0.29,TP
940,L,0,0.003605691363,0,0.29,TN
941,L,0,0.01141407918,0,0.29,TN
942,L,0,0.01812084563,0,0.29,TN
944,M,0,0.006134789781,0,0.29,TN
946,M,0,0.05919224495,0,0.29,TN
948,L,0,0.01295181455,0,0.29,TN
952,H,0,0.01399464368,0,0.29,TN
957,H,0,0.006590603016,0,0.29,TN
960,L,0,0.00233517265,0,0.29,TN
963,M,0,0.01124538873,0,0.29,TN
967,M,0,0.00938258158,0,0.29,TN
974,L,0,0.004237007819,0,0.29,TN
975,L,0,0.00233517265,0,0.29,TN
977,M,0,0.0146856709,0,0.29,TN
978,L,0,0.02280434932,0,0.29,TN
979,M,0,0.002646425285,0,0.29,TN
980,L,0,0.01848123098,0,0.29,TN
983,L,0,0.001701954089,0,0.29,TN
985,L,0,0.006270384661,0,0.29,TN
987,H,0,0.0168826692,0,0.29,TN
990,M,0,0.03741895382,0,0.29,TN
992,M,0,0.002646425285,0,0.29,TN
998,M,0,0.008174759482,0,0.29,TN
1004,L,0,0.01625696143,0,0.29,TN
1008,M,0,0.006221199499,0,0.29,TN
1010,M,0,0.02294183466,0,0.29,TN
1012,M,0,0.004925259782,0,0.29,TN
1020,L,0,0.03165662765,0,0.29,TN
1025,L,0,0.003487653814,0,0.29,TN
1029,L,0,0.005381041327,0,0.29,TN
1032,L,0,0.009938247975,0,0.29,TN
1033,L,0,0.00571636289,0,0.29,TN
1039,L,0,0.00233517265,0,0.29,TN
1040,L,0,0.007904624985,0,0.29,TN
1041,L,0,0.005585319696,0,0.29,TN
1046,H,0,0.02954285072,0,0.29,TN
1051,L,0,0.00872439036,0,0.29,TN
1053,L,0,0.009936134193,0,0.29,TN
1060,M,0,0.007098751328,0,0.29,TN
1065,M,0,0.004274012418,0,0.29,TN
1068,L,0,0.00308464916,0,0.29,TN
1070,M,0,0.005777159624,0,0.29,TN
1075,L,0,0.005031686871,0,0.29,TN
1083,H,0,0.01588645151,0,0.29,TN
1084,L,0,0.01935293297,0,0.29,TN
1085,M,0,0.01152993968,0,0.29,TN
1086,L,1,0.2493540876,0,0.29,FN
1089,M,0,0.009080209246,0,0.29,TN
1090,M,0,0.005266475574,0,0.29,TN
1092,L,0,0.004181511386,0,0.29,TN
1093,M,0,0.01156911281,0,0.29,TN
1097,L,0,0.01709701588,0,0.29,TN
1105,L,0,0.01590406813,0,0.29,TN
1109,L,0,0.00233517265,0,0.29,TN
1110,L,0,0.002670494212,0,0.29,TN
1128,M,0,0.002884304556,0,0.29,TN
1151,L,0,0.004351059331,0,0.29,TN
1153,L,0,0.002227560743,0,0.29,TN
1170,L,0,0.2532733251,0,0.29,TN
1182,L,0,0.04720982619,0,0.29,TN
1184,L,0,0.004777405708,0,0.29,TN
1188,M,0,0.00105412622,0,0.29,TN
1199,H,0,0.02172631524,0,0.29,TN
1201,M,0,0.04096790744,0,0.29,TN
1211,L,0,0.01027956137,0,0.29,TN
1218,L,0,0.01706388252,0,0.29,TN
1225,L,0,0.004599142187,0,0.29,TN
1232,M,0,0.004815341417,0,0.29,TN
1236,H,0,0.004896307861,0,0.29,TN
1239,M,0,0.02328153756,0,0.29,TN
1242,M,0,0.01159916879,0,0.29,TN
1248,L,0,0.1228675202,0,0.29,TN
1252,M,0,0.1495176235,0,0.29,TN
1263,H,0,0.008870078048,0,0.29,TN
1273,H,0,0.002404226435,0,0.29,TN
1274,L,0,0.01220842623,0,0.29,TN
1282,H,0,0.01797686795,0,0.29,TN
1287,L,0,0.002057819447,0,0.29,TN
1291,L,0,0.009232574937,0,0.29,TN
1300,M,0,0.006235809073,0,0.29,TN
1301,L,0,0.08126330583,0,0.29,TN
1302,L,0,0.005681285035,0,0.29,TN
1304,L,0,0.007060834822,0,0.29,TN
1308,L,0,0.01427555415,0,0.29,TN
1309,L,0,0.0118436248,0,0.29,TN
1311,L,0,0.0212368907,0,0.29,TN
1314,L,0,0.1807883193,0,0.29,TN
1315,M,0,0.001362787241,0,0.29,TN
1321,M,0,0.004030513339,0,0.29,TN
1326,H,0,0.01245111713,0,0.29,TN
1327,L,0,0.06044686952,0,0.29,TN
1332,H,0,0.07483031253,0,0.29,TN
1338,H,0,0.03011376992,0,0.29,TN
1339,L,0,0.005444835921,0,0.29,TN
1342,M,0,0.05207562474,0,0.29,TN
1344,L,0,0.004497770485,0,0.29,TN
1345,L,0,0.01014737958,0,0.29,TN
1346,L,0,0.008911145864,0,0.29,TN
1350,L,0,0.009138461293,0,0.29,TN
1354,M,0,0.01949353598,0,0.29,TN
1362,M,0,0.0009040843052,0,0.29,TN
1365,L,0,0.001233949598,0,0.29,TN
1369,H,0,0.01612636748,0,0.29,TN
1371,L,0,0.002224536868,0,0.29,TN
1379,H,0,0.05509840957,0,0.29,TN
1380,L,0,0.001387402894,0,0.29,TN
1385,L,0,0.002252481598,0,0.29,TN
1391,L,0,0.03807691041,0,0.29,TN
1392,L,1,0.8443814452,1,0.29,TP
1403,M,0,0.0735092192,0,0.29,TN
1404,L,0,0.1018475908,0,0.29,TN
1406,L,0,0.02191466199,0,0.29,TN
1419,L,0,0.3192892565,1,0.29,FP
1426,L,0,0.0161144174,0,0.29,TN
1427,M,0,0.002242894,0,0.29,TN
1428,L,0,0.01291755629,0,0.29,TN
1429,L,0,0.00570539069,0,0.29,TN
1430,M,0,0.001727760076,0,0.29,TN
1434,L,0,0.02750440735,0,0.29,TN
1449,M,0,0.001130972693,0,0.29,TN
1450,H,0,0.00772348902,0,0.29,TN
1476,M,0,0.003062830602,0,0.29,TN
1481,M,0,0.006512345284,0,0.29,TN
1482,M,0,0.1382801769,0,0.29,TN
1503,L,0,0.07493880525,0,0.29,TN
1509,M,0,0.1155450547,0,0.29,TN
1519,H,0,0.01838734524,0,0.29,TN
1525,L,0,0.001772855353,0,0.29,TN
1528,H,0,0.02267832253,0,0.29,TN
1539,L,0,0.01050257562,0,0.29,TN
1544,L,0,0.006894398975,0,0.29,TN
1562,L,0,0.03975232291,0,0.29,TN
1565,M,0,0.009132264187,0,0.29,TN
1568,L,0,0.0009337167276,0,0.29,TN
1569,L,0,0.0117895579,0,0.29,TN
1572,L,0,0.001760246691,0,0.29,TN
1575,L,0,0.01453340686,0,0.29,TN
1585,M,0,0.01076079033,0,0.29,TN
1587,M,0,0.01875609752,0,0.29,TN
1601,M,0,0.005200928543,0,0.29,TN
1606,L,0,0.01637011454,0,0.29,TN
1617,H,0,0.007343786915,0,0.29,TN
1625,M,0,0.02938027,0,0.29,TN
1627,M,0,0.05479767235,0,0.29,TN
1631,L,0,0.004229322684,0,0.29,TN
1637,L,0,0.001330228318,0,0.29,TN
1650,H,0,0.001700671654,0,0.29,TN
1651,M,0,0.01255212427,0,0.29,TN
1653,H,0,0.009487353323,0,0.29,TN
1665,L,0,0.0007690014217,0,0.29,TN
1668,L,0,0.01065333331,0,0.29,TN
1670,L,0,0.006064853819,0,0.29,TN
1671,L,0,0.00471982458,0,0.29,TN
1679,L,0,0.1881964097,0,0.29,TN
1682,M,0,0.1250098267,0,0.29,TN
1684,M,0,0.0614162299,0,0.29,TN
1686,L,0,0.004613605408,0,0.29,TN
1687,H,0,0.03073020253,0,0.29,TN
1692,L,0,0.001969475581,0,0.29,TN
1693,M,0,0.004680901307,0,0.29,TN
1695,L,0,0.001969475581,0,0.29,TN
1702,L,0,0.002275909543,0,0.29,TN
1710,L,0,0.002947383868,0,0.29,TN
1711,L,0,0.0005322944515,0,0.29,TN
1714,L,0,0.007674439753,0,0.29,TN
1725,M,0,0.0141937182,0,0.29,TN
1726,M,0,0.01497128898,0,0.29,TN
1728,M,0,0.001587195737,0,0.29,TN
1729,L,0,0.006445302763,0,0.29,TN
1732,M,0,0.0007789369706,0,0.29,TN
1733,H,0,0.003561586606,0,0.29,TN
1734,L,0,0.006456100445,0,0.29,TN
1739,H,0,0.003561586606,0,0.29,TN
1740,H,0,0.01758574254,0,0.29,TN
1751,M,0,0.001997123704,0,0.29,TN
1754,L,0,0.0121529153,0,0.29,TN
1755,M,0,0.01430691055,0,0.29,TN
1756,L,0,0.006695899797,0,0.29,TN
1759,L,0,0.01777026558,0,0.29,TN
1781,L,0,0.003785338135,0,0.29,TN
1782,L,0,0.01207819711,0,0.29,TN
1792,L,0,0.003649533606,0,0.29,TN
1800,M,0,0.01019274951,0,0.29,TN
1807,H,0,0.004132411103,0,0.29,TN
1810,L,0,0.001394716519,0,0.29,TN
1812,M,0,0.002434791813,0,0.29,TN
1813,L,0,0.004361925499,0,0.29,TN
1814,L,0,0.004330275203,0,0.29,TN
1822,L,0,0.009636627072,0,0.29,TN
1834,L,1,0.3792475144,1,0.29,TP
1844,L,0,0.001148602396,0,0.29,TN
1848,L,0,0.02833796334,0,0.29,TN
1849,H,0,0.04153100463,0,0.29,TN
1850,L,0,0.002665235232,0,0.29,TN
1851,M,0,0.02957446877,0,0.29,TN
1854,L,0,0.001148602396,0,0.29,TN
1862,M,0,0.0009455993866,0,0.29,TN
1868,L,0,0.001815076259,0,0.29,TN
1875,L,0,0.01118352611,0,0.29,TN
1880,M,0,0.001587195737,0,0.29,TN
1890,H,0,0.007577753544,0,0.29,TN
1893,M,0,0.004118345777,0,0.29,TN
1895,H,0,0.01099596489,0,0.29,TN
1897,L,0,0.004173997171,0,0.29,TN
1904,L,0,0.004463443034,0,0.29,TN
1905,M,0,0.004976322573,0,0.29,TN
1906,L,0,0.01996802034,0,0.29,TN
1915,L,0,0.004886486996,0,0.29,TN
1917,L,0,0.1277962826,0,0.29,TN
1920,L,0,0.0006377828894,0,0.29,TN
1927,L,0,0.0005775569176,0,0.29,TN
1939,L,0,0.0006970097573,0,0.29,TN
1947,L,0,0.0007591828393,0,0.29,TN
1951,M,0,0.01970205687,0,0.29,TN
1958,H,0,0.02204659557,0,0.29,TN
1960,M,0,0.01009390542,0,0.29,TN
1965,M,0,0.0109403234,0,0.29,TN
1969,L,0,0.008687386509,0,0.29,TN
1977,M,0,0.0177812568,0,0.29,TN
1979,L,0,0.009955084159,0,0.29,TN
1982,L,0,0.005584836982,0,0.29,TN
1983,M,0,0.002435716439,0,0.29,TN
1985,M,0,0.00540666603,0,0.29,TN
1991,L,0,0.009692458893,0,0.29,TN
1997,M,1,0.01480693255,0,0.29,FN
2000,L,0,0.008479340076,0,0.29,TN
2002,L,0,0.01132233365,0,0.29,TN
2012,L,0,0.003568033689,0,0.29,TN
2023,L,0,0.007618732952,0,0.29,TN
2024,L,0,0.03324599473,0,0.29,TN
2030,L,0,0.003555045451,0,0.29,TN
2031,L,0,0.02974779464,0,0.29,TN
2034,H,0,0.0108173667,0,0.29,TN
2040,M,0,0.007912450085,0,0.29,TN
2043,M,0,0.01005948778,0,0.29,TN
2044,M,0,0.003334962168,0,0.29,TN
2047,L,0,0.01427622446,0,0.29,TN
2048,L,0,0.01252615047,0,0.29,TN
2051,M,0,0.01563535882,0,0.29,TN
2052,M,0,0.006640452372,0,0.29,TN
2054,L,0,0.3841391784,1,0.29,FP
2081,L,0,0.3865757265,1,0.29,FP
2082,M,0,0.1106319941,0,0.29,TN
2087,H,0,0.05683569271,0,0.29,TN
2088,L,0,0.003735440539,0,0.29,TN
2095,L,0,0.006268867818,0,0.29,TN
2098,M,0,0.01365105169,0,0.29,TN
2101,M,0,0.002500744782,0,0.29,TN
2102,L,0,0.003238821675,0,0.29,TN
2103,L,0,0.3450823203,1,0.29,FP
2104,M,0,0.006574058337,0,0.29,TN
2105,M,0,0.008317879249,0,0.29,TN
2106,L,0,0.003888384923,0,0.29,TN
2111,H,0,0.003962715458,0,0.29,TN
2115,H,0,0.01191164439,0,0.29,TN
2117,M,0,0.01066305073,0,0.29,TN
2119,H,0,0.01982284521,0,0.29,TN
2120,M,0,0.01422833634,0,0.29,TN
2127,L,0,0.01268912947,0,0.29,TN
2130,H,0,0.004681407124,0,0.29,TN
2135,L,0,0.01115060666,0,0.29,TN
2138,L,0,0.006342879424,0,0.29,TN
2161,L,0,0.2030816039,0,0.29,TN
2162,L,0,0.1375894182,0,0.29,TN
2170,L,0,0.01895654255,0,0.29,TN
2173,L,0,0.008689306471,0,0.29,TN
2177,M,0,0.01895841871,0,0.29,TN
2182,H,0,0.02133714316,0,0.29,TN
2191,M,0,0.002848307016,0,0.29,TN
2193,L,0,0.008678261357,0,0.29,TN
2194,M,0,0.006083155093,0,0.29,TN
2196,L,0,0.004547671852,0,0.29,TN
2198,L,0,0.01755881276,0,0.29,TN
2200,M,0,0.03102446086,0,0.29,TN
2204,L,0,0.004607641715,0,0.29,TN
2213,L,0,0.00882800198,0,0.29,TN
2219,L,0,0.02936632014,0,0.29,TN
2226,M,0,0.01034750621,0,0.29,TN
2238,L,0,0.0982641891,0,0.29,TN
2249,M,0,0.03336494981,0,0.29,TN
2251,M,0,0.01996473841,0,0.29,TN
2252,H,0,0.04506016705,0,0.29,TN
2257,L,0,0.006692292379,0,0.29,TN
2259,L,0,0.1311093666,0,0.29,TN
2262,M,0,0.0306797856,0,0.29,TN
2263,L,0,0.006109142691,0,0.29,TN
2264,M,0,0.004695507711,0,0.29,TN
2271,L,0,0.0181038583,0,0.29,TN
2278,H,0,0.01998022858,0,0.29,TN
2303,L,0,0.01144388476,0,0.29,TN
2315,L,0,0.0119450222,0,0.29,TN
2325,L,0,0.01501233833,0,0.29,TN
2340,L,0,0.008739937759,0,0.29,TN
2351,L,0,0.01161675284,0,0.29,TN
2384,L,0,0.005068142735,0,0.29,TN
2389,M,0,0.003460966174,0,0.29,TN
2397,M,0,0.003687854562,0,0.29,TN
2398,L,0,0.005112386692,0,0.29,TN
2402,M,0,0.01187577487,0,0.29,TN
2405,M,0,0.05325709471,0,0.29,TN
2414,L,0,0.02618677767,0,0.29,TN
2415,L,0,0.02462173072,0,0.29,TN
2418,L,0,0.008191352535,0,0.29,TN
2421,H,0,0.03042467332,0,0.29,TN
2422,L,0,0.3297769712,1,0.29,FP
2428,L,0,0.007786875287,0,0.29,TN
2431,M,0,0.02616085012,0,0.29,TN
2434,L,0,0.02102556216,0,0.29,TN
2444,L,0,0.003187675145,0,0.29,TN
2445,L,1,0.7102584694,1,0.29,TP
2446,H,0,0.01245566533,0,0.29,TN
2447,L,0,0.02151713647,0,0.29,TN
2449,L,0,0.01208747566,0,0.29,TN
2454,L,0,0.005517044141,0,0.29,TN
2457,L,0,0.003187675145,0,0.29,TN
2460,L,0,0.03200865562,0,0.29,TN
2467,L,0,0.01873952674,0,0.29,TN
2472,L,0,0.02146381795,0,0.29,TN
2475,L,0,0.01121882711,0,0.29,TN
2483,L,0,0.006113209845,0,0.29,TN
2485,H,0,0.005158301173,0,0.29,TN
2491,H,0,0.008895373614,0,0.29,TN
2492,L,0,0.04270093908,0,0.29,TN
2494,M,0,0.06820329114,0,0.29,TN
2498,M,0,0.09766700476,0,0.29,TN
2509,L,0,0.0095534331,0,0.29,TN
2520,L,0,0.004463359372,0,0.29,TN
2532,M,0,0.001849128692,0,0.29,TN
2535,L,0,0.008231053032,0,0.29,TN
2538,H,0,0.004316461929,0,0.29,TN
2540,L,0,0.01699047952,0,0.29,TN
2545,L,0,0.007215319677,0,0.29,TN
2548,L,0,0.003622152855,0,0.29,TN
2555,L,0,0.003395264468,0,0.29,TN
2557,M,0,0.005155130827,0,0.29,TN
2567,M,0,0.01984787381,0,0.29,TN
2568,L,0,0.02241838617,0,0.29,TN
2570,H,0,0.01801424077,0,0.29,TN
2577,L,0,0.02167760344,0,0.29,TN
2600,M,0,0.00610638586,0,0.29,TN
2606,L,0,0.005398959511,0,0.29,TN
2607,H,0,0.01011464172,0,0.29,TN
2609,L,0,0.007748302652,0,0.29,TN
2613,L,0,0.3408750357,1,0.29,FP
2619,M,0,0.003227013262,0,0.29,TN
2625,H,0,0.009786635651,0,0.29,TN
2626,L,0,0.02234411326,0,0.29,TN
2628,M,0,0.01441592944,0,0.29,TN
2636,H,0,0.01261043125,0,0.29,TN
2641,M,0,0.01652074071,0,0.29,TN
2658,M,0,0.0146400744,0,0.29,TN
2661,L,0,0.2219293255,0,0.29,TN
2667,H,0,0.09431755384,0,0.29,TN
2672,M,1,0.05148041275,0,0.29,FN
2673,L,0,0.01229793105,0,0.29,TN
2681,L,0,0.01036069501,0,0.29,TN
2694,M,0,0.004327287191,0,0.29,TN
2701,L,0,0.003692865712,0,0.29,TN
2704,M,0,0.02619154,0,0.29,TN
2705,M,0,0.0192359066,0,0.29,TN
2708,M,0,0.007539825198,0,0.29,TN
2714,M,0,0.01542510782,0,0.29,TN
2736,L,0,0.02010887389,0,0.29,TN
2743,L,0,0.01733842685,0,0.29,TN
2748,L,0,0.01269952926,0,0.29,TN
2751,H,0,0.02553447387,0,0.29,TN
2764,L,0,0.1876058008,0,0.29,TN
2766,M,0,0.02366948126,0,0.29,TN
2774,L,0,0.01615665263,0,0.29,TN
2779,L,0,0.01750083658,0,0.29,TN
2782,L,0,0.03950185967,0,0.29,TN
2783,M,0,0.002053106336,0,0.29,TN
2784,M,0,0.005056699959,0,0.29,TN
2788,M,0,0.002053106336,0,0.29,TN
2790,H,0,0.02208832373,0,0.29,TN
2791,L,0,0.0104027274,0,0.29,TN
2802,M,0,0.01527982681,0,0.29,TN
2804,L,0,0.006117364866,0,0.29,TN
2805,L,0,0.006890512075,0,0.29,TN
2807,L,0,0.006947815148,0,0.29,TN
2809,L,0,0.004587777742,0,0.29,TN
2810,L,0,0.005008868709,0,0.29,TN
2811,L,0,0.01605111108,0,0.29,TN
2815,L,0,0.0274037772,0,0.29,TN
2816,M,0,0.005944608424,0,0.29,TN
2818,L,0,0.009298283998,0,0.29,TN
2823,L,0,0.008581030834,0,0.29,TN
2839,L,0,0.007341753039,0,0.29,TN
2843,L,0,0.1902669088,0,0.29,TN
2850,L,0,0.0724236818,0,0.29,TN
2853,M,0,0.08170695664,0,0.29,TN
2857,H,0,0.1924118481,0,0.29,TN
2862,L,0,0.1243158277,0,0.29,TN
2865,H,1,0.2709815015,0,0.29,FN
2866,H,0,0.004596589512,0,0.29,TN
2870,L,0,0.001992116371,0,0.29,TN
2879,H,0,0.02571853502,0,0.29,TN
2882,M,0,0.003574436288,0,0.29,TN
2885,L,0,0.009481685875,0,0.29,TN
2888,M,0,0.02681768131,0,0.29,TN
2898,M,0,0.00217794339,0,0.29,TN
2904,M,0,0.01514669935,0,0.29,TN
2906,L,0,0.003456078611,0,0.29,TN
2912,M,0,0.04121794485,0,0.29,TN
2913,L,0,0.01128115381,0,0.29,TN
2918,L,0,0.00917111638,0,0.29,TN
2923,L,0,0.01077325542,0,0.29,TN
2937,M,0,0.008925043805,0,0.29,TN
2940,L,0,0.01811503452,0,0.29,TN
2942,M,1,0.1166918391,0,0.29,FN
2944,H,0,0.02013639686,0,0.29,TN
2946,H,0,0.02332604651,0,0.29,TN
2947,M,0,0.003869725911,0,0.29,TN
2950,M,0,0.02519495894,0,0.29,TN
2953,H,0,0.02279792429,0,0.29,TN
2964,M,0,0.005267201778,0,0.29,TN
2966,M,0,0.01260776019,0,0.29,TN
2971,M,0,0.002412167278,0,0.29,TN
2973,M,0,0.009090563309,0,0.29,TN
2986,L,0,0.009754210959,0,0.29,TN
2989,M,0,0.004663328857,0,0.29,TN
2995,L,0,0.06582571002,0,0.29,TN
2998,L,0,0.402367041,1,0.29,FP
3007,L,0,0.005606837632,0,0.29,TN
3014,L,0,0.09719371425,0,0.29,TN
3023,L,0,0.08952742332,0,0.29,TN
3027,M,0,0.133084093,0,0.29,TN
3033,M,0,0.003350134341,0,0.29,TN
3035,H,0,0.004369701124,0,0.29,TN
3038,L,0,0.0472621682,0,0.29,TN
3044,L,0,0.004141003706,0,0.29,TN
3046,L,0,0.003985951321,0,0.29,TN
3048,L,0,0.004141003706,0,0.29,TN
3052,L,0,0.01080076596,0,0.29,TN
3053,L,0,0.007596514116,0,0.29,TN
3056,L,0,0.007268108967,0,0.29,TN
3060,M,0,0.01268800235,0,0.29,TN
